* NAME                TYPENAME                             S              BETX              BETY              ALFX              ALFY               MUX               MUY               K0L               K1L               K2L          DeltaMUX          DeltaMUY
$ %s                  %s                                 %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le
  QF2E.44             QUAD                      2688.6530090        16.2327103         6.1806936        -1.9895467         1.3561304        40.2057599        37.4640904          .0000000          .1918305          .0000000        40.2057599        37.4640904
  SD7TRE.2            MULT                      2697.7073984         7.1534277        17.0478657         -.0315607        -1.4794601        40.3526414        37.6529044          .0000000          .0000000        -8.4678007        40.3526414        37.6529044
  MQD3E36             MONI                      2698.9313984         7.4403317        20.9498176         -.2028379        -1.7084092        40.3794705        37.6632197          .0000000          .0000000          .0000000        40.3794705        37.6632197
  QD3E.36             QUAD                      2699.1183234         7.5210520        21.5950421         -.2289948        -1.7433735        40.3834479        37.6646184          .0000000         -.1748774          .0000000        40.3834479        37.6646184
  QF4E.36             QUAD                      2702.5355646        22.1708225        12.4928701        -3.1431863         1.4026489        40.4287524        37.6959526          .0000000          .0349495          .0000000        40.4287524        37.6959526
  MQF4E36             MONI                      2703.7431796        29.1572012         9.9679438        -2.7076473          .7784462        40.4362562        37.7133440          .0000000          .0000000          .0000000        40.4362562        37.7133440
  SF6TRE.1            MULT                      2703.9291796        30.1743314         9.6839357        -2.7607948          .7484789        40.4372542        37.7163572          .0000000          .0000000          .3606133        40.4372542        37.7163572
  QEAE.43             QUAD                      2707.3506686        52.4114193         6.4482097        -3.7384481          .1972281        40.4509643        37.7876265          .0000000          .1830092          .0000000        40.4509643        37.7876265
  MQEAE43             MONI                      2708.3637436        48.5050151         7.6858431         5.6463304        -1.2526734        40.4540542        37.8114074          .0000000          .0000000          .0000000        40.4540542        37.8114074
  QD5E.43             QUAD                      2713.1020677        10.2165134        27.0620512         2.4342696        -2.8365801        40.4881920        37.8646870          .0000000         -.1793457          .0000000        40.4881920        37.8646870
  MQD5E43             MONI                      2714.1151427         7.6607158        26.9249766          .5245025         2.0631561        40.5070770        37.8704634          .0000000          .0000000          .0000000        40.5070770        37.8704634
  MQF6E22             MONI                      2721.4269430         8.8850272         7.1496356         -.6920158          .6371258        40.6803019        37.9587710          .0000000          .0000000          .0000000        40.6803019        37.9587710
  QF6E.22             QUAD                      2721.5984580         9.1273058         6.9368671         -.7205639          .6033985        40.6833333        37.9626475          .0000000          .1633353          .0000000        40.6833333        37.9626475
  MQD5E44             MONI                      2729.6387434         7.6607158        26.9249766         -.5245025        -2.0631561        40.8691666        38.0678115          .0000000          .0000000          .0000000        40.8691666        38.0678115
  QD5E.44             QUAD                      2729.8256684         7.8626168        27.7031091         -.5556156        -2.0996498        40.8730002        38.0689009          .0000000         -.1793457          .0000000        40.8730002        38.0689009
  MQEAE44             MONI                      2735.3901425        48.5050151         7.6858431        -5.6463304         1.2526734        40.9221894        38.1268676          .0000000          .0000000          .0000000        40.9221894        38.1268676
  QEAE.44             QUAD                      2735.5770675        50.6395818         7.2292110        -5.7730449         1.1901889        40.9227897        38.1308592          .0000000          .1830092          .0000000        40.9227897        38.1308592
  SF6TRE.2            MULT                      2739.4907065        32.0504182         9.2019251         2.8562316         -.6946667        40.9372800        38.2162853          .0000000          .0000000          .3606133        40.9372800        38.2162853
  MQF4E37             MONI                      2740.0107065        29.1572012         9.9679438         2.7076473         -.7784462        40.9399874        38.2249309          .0000000          .0000000          .0000000        40.9399874        38.2249309
  QF4E.37             QUAD                      2740.2030915        28.1259555        10.2734297         2.6526753         -.8094422        40.9410566        38.2279569          .0000000          .0349495          .0000000        40.9410566        38.2279569
  QD3E.37             QUAD                      2743.8094127         9.1768173        21.3563664         1.8716914        -2.0181093        40.9765638        38.2676764          .0000000         -.1748774          .0000000        40.9765638        38.2676764
  MQD3E37             MONI                      2744.8224877         7.4403317        20.9498176          .2028379         1.7084092        40.9967731        38.2750553          .0000000          .0000000          .0000000        40.9967731        38.2750553
  SD5TRE.1            MULT                      2745.0164877         7.3668970        20.2939947          .1756911         1.6721215        41.0009440        38.2765527          .0000000          .0000000        -3.2142725        41.0009440        38.2765527
  QF2E.45             QUAD                      2754.5439070        16.7139602         5.3929208        -1.1570756         -.1093058        41.1651927        38.4585414          .0000000          .1918305          .0000000        41.1651927        38.4585414
  MQF2E45             MONI                      2755.2723920        15.5592217         6.6593999         1.9371573        -1.4349155        41.1722014        38.4784399          .0000000          .0000000          .0000000        41.1722014        38.4784399
  MQD1E23             MONI                      2759.0121459         5.3422016        23.8161932          .7948461        -3.1527643        41.2394708        38.5264253          .0000000          .0000000          .0000000        41.2394708        38.5264253
  QD1E.23             QUAD                      2759.2045309         5.0476740        25.0462837          .7360819        -3.2411359        41.2453685        38.5276790          .0000000         -.2548509          .0000000        41.2453685        38.5276790
  MQF2E46             MONI                      2764.1518998        15.5592217         6.6593999        -1.9371573         1.4349155        41.3521780        38.5830993          .0000000          .0000000          .0000000        41.3521780        38.5830993
  QF2E.46             QUAD                      2764.3234148        16.2327103         6.1806936        -1.9895467         1.3561304        41.3538957        38.5873547          .0000000          .1918305          .0000000        41.3538957        38.5873547
  SD5TRE.2            MULT                      2773.3778042         7.1534277        17.0478657         -.0315607        -1.4794601        41.5007772        38.7761687          .0000000          .0000000        -3.2142725        41.5007772        38.7761687
  MQD3E38             MONI                      2774.6018042         7.4403317        20.9498176         -.2028379        -1.7084092        41.5276063        38.7864839          .0000000          .0000000          .0000000        41.5276063        38.7864839
  QD3E.38             QUAD                      2774.7887292         7.5210520        21.5950421         -.2289948        -1.7433735        41.5315837        38.7878826          .0000000         -.1748774          .0000000        41.5315837        38.7878826
  QF4E.38             QUAD                      2778.2059704        22.1708225        12.4928701        -3.1431863         1.4026489        41.5768882        38.8192168          .0000000          .0349495          .0000000        41.5768882        38.8192168
  MQF4E38             MONI                      2779.4135854        29.1572012         9.9679438        -2.7076473          .7784462        41.5843920        38.8366083          .0000000          .0000000          .0000000        41.5843920        38.8366083
  SF4TRE.1            MULT                      2779.5995854        30.1743314         9.6839357        -2.7607948          .7484789        41.5853900        38.8396215          .0000000          .0000000          .6306287        41.5853900        38.8396215
  QEAE.45             QUAD                      2783.0210744        52.4114193         6.4482097        -3.7384481          .1972281        41.5991001        38.9108908          .0000000          .1830092          .0000000        41.5991001        38.9108908
  MQEAE45             MONI                      2784.0341494        48.5050151         7.6858431         5.6463304        -1.2526734        41.6021900        38.9346716          .0000000          .0000000          .0000000        41.6021900        38.9346716
  QD5E.45             QUAD                      2788.7724735        10.2165134        27.0620512         2.4342696        -2.8365801        41.6363278        38.9879512          .0000000         -.1793457          .0000000        41.6363278        38.9879512
  MQD5E45             MONI                      2789.7855485         7.6607158        26.9249766          .5245025         2.0631561        41.6552128        38.9937277          .0000000          .0000000          .0000000        41.6552128        38.9937277
  MQF6E23             MONI                      2797.0973488         8.8850272         7.1496356         -.6920158          .6371258        41.8284377        39.0820352          .0000000          .0000000          .0000000        41.8284377        39.0820352
  QF6E.23             QUAD                      2797.2688638         9.1273058         6.9368671         -.7205639          .6033985        41.8314691        39.0859117          .0000000          .1633353          .0000000        41.8314691        39.0859117
  MQD5E46             MONI                      2805.3091492         7.6607158        26.9249766         -.5245025        -2.0631561        42.0173024        39.1910758          .0000000          .0000000          .0000000        42.0173024        39.1910758
  QD5E.46             QUAD                      2805.4960742         7.8626168        27.7031091         -.5556156        -2.0996498        42.0211360        39.1921651          .0000000         -.1793457          .0000000        42.0211360        39.1921651
  MQEAE46             MONI                      2811.0605483        48.5050151         7.6858431        -5.6463304         1.2526734        42.0703252        39.2501318          .0000000          .0000000          .0000000        42.0703252        39.2501318
  QEAE.46             QUAD                      2811.2474733        50.6395818         7.2292110        -5.7730449         1.1901889        42.0709255        39.2541234          .0000000          .1830092          .0000000        42.0709255        39.2541234
  SF4TRE.2            MULT                      2815.1611123        32.0504182         9.2019251         2.8562316         -.6946667        42.0854158        39.3395496          .0000000          .0000000          .6306287        42.0854158        39.3395496
  MQF4E39             MONI                      2815.6811123        29.1572012         9.9679438         2.7076473         -.7784462        42.0881232        39.3481952          .0000000          .0000000          .0000000        42.0881232        39.3481952
  QF4E.39             QUAD                      2815.8734973        28.1259555        10.2734297         2.6526753         -.8094422        42.0891924        39.3512211          .0000000          .0349495          .0000000        42.0891924        39.3512211
  QD3E.39             QUAD                      2819.4798185         9.1768173        21.3563664         1.8716914        -2.0181093        42.1246995        39.3909406          .0000000         -.1748774          .0000000        42.1246995        39.3909406
  MQD3E39             MONI                      2820.4928935         7.4403317        20.9498176          .2028379         1.7084092        42.1449089        39.3983195          .0000000          .0000000          .0000000        42.1449089        39.3983195
  SD3TRE.1            MULT                      2820.6868935         7.3668970        20.2939947          .1756911         1.6721215        42.1490798        39.3998170          .0000000          .0000000         -.2378066        42.1490798        39.3998170
  QF2E.47             QUAD                      2830.2143128        16.7139602         5.3929208        -1.1570756         -.1093058        42.3133285        39.5818057          .0000000          .1918305          .0000000        42.3133285        39.5818057
  MQF2E47             MONI                      2830.9427978        15.5592217         6.6593999         1.9371573        -1.4349155        42.3203372        39.6017041          .0000000          .0000000          .0000000        42.3203372        39.6017041
  MQD1E24             MONI                      2834.6825517         5.3422016        23.8161932          .7948461        -3.1527643        42.3876066        39.6496896          .0000000          .0000000          .0000000        42.3876066        39.6496896
  QD1E.24             QUAD                      2834.8749367         5.0476740        25.0462837          .7360819        -3.2411359        42.3935043        39.6509432          .0000000         -.2548509          .0000000        42.3935043        39.6509432
  MQF2E48             MONI                      2839.8223056        15.5592217         6.6593999        -1.9371573         1.4349155        42.5003138        39.7063636          .0000000          .0000000          .0000000        42.5003138        39.7063636
  QF2E.48             QUAD                      2839.9938206        16.2327103         6.1806936        -1.9895467         1.3561304        42.5020315        39.7106189          .0000000          .1918305          .0000000        42.5020315        39.7106189
  SD3TRE.2            MULT                      2849.0482100         7.1534277        17.0478657         -.0315607        -1.4794601        42.6489130        39.8994329          .0000000          .0000000         -.2378066        42.6489130        39.8994329
  MQD3E40             MONI                      2850.2722100         7.4403317        20.9498176         -.2028379        -1.7084092        42.6757421        39.9097482          .0000000          .0000000          .0000000        42.6757421        39.9097482
  QD3E.40             QUAD                      2850.4591350         7.5210520        21.5950421         -.2289948        -1.7433735        42.6797195        39.9111469          .0000000         -.1748774          .0000000        42.6797195        39.9111469
  QF4E.40             QUAD                      2853.8763762        22.1708225        12.4928701        -3.1431863         1.4026489        42.7250240        39.9424811          .0000000          .0349495          .0000000        42.7250240        39.9424811
  MQF4E40             MONI                      2855.0839912        29.1572012         9.9679438        -2.7076473          .7784462        42.7325278        39.9598725          .0000000          .0000000          .0000000        42.7325278        39.9598725
  QLA10RE             QUAD                      2858.6914802        52.4114193         6.4482097        -3.7384481          .1972281        42.7472359        40.0341550          .0000000          .2110655          .0000000        42.7472359        40.0341550
  MQLA10RE            MONI                      2859.7045552        46.8449793         7.9300982         6.9028434        -1.4797291        42.7503634        40.0576858          .0000000          .0000000          .0000000        42.7503634        40.0576858
  MQLA9RE             MONI                      2863.9595666         6.9040781        27.8047642         2.4839472        -3.1911551        42.7883801        40.1039402          .0000000          .0000000          .0000000        42.7883801        40.1039402
  QLA9RE              QUAD                      2864.1464916         6.0117411        29.0118313         2.2898226        -3.2663390        42.7929985        40.1049876          .0000000         -.2824476          .0000000        42.7929985        40.1049876
  QLA8RE              QUAD                      2872.6428817        15.1169301         5.3967798        -1.9345442        -1.9412294        43.0654944        40.5013542          .0000000          .2007047          .0000000        43.0654944        40.5013542
  MQLA8RE             MONI                      2873.3713667        15.1987642        10.0948830         1.1057551        -4.4392609        43.0729423        40.5175147          .0000000          .0000000          .0000000        43.0729423        40.5175147
  QLA7RE              QUAD                      2880.8700918         6.8386069       191.7864785          .0094899       -19.7602387        43.2044183        40.5447631          .0000000         -.1671805          .0000000        43.2044183        40.5447631
  MQLA7RE             MONI                      2881.8831668         8.4403106       192.6986917        -1.4400444        12.9317295        43.2263781        40.5455759          .0000000          .0000000          .0000000        43.2263781        40.5455759
  QLA6RE              QUAD                      2889.4155864        50.7965208        47.4170491        -4.1831434         6.3557837        43.2856350        40.5581304          .0000000          .2098229          .0000000        43.2856350        40.5581304
  MQLA6RE             MONI                      2890.4286614        46.5106248        46.2297949         6.2219638        -3.3110541        43.2888239        40.5617107          .0000000          .0000000          .0000000        43.2888239        40.5617107
  QLA5RE              QUAD                      2893.5760485        15.8029891        69.6355618         3.5345852        -4.1255168        43.3073424        40.5705439          .0000000         -.1714627          .0000000        43.3073424        40.5705439
  MQLA5RE             MONI                      2894.5891235        12.0467717        63.7675223          .8107282         7.4678228        43.3194168        40.5728869          .0000000          .0000000          .0000000        43.3194168        40.5728869
  QLA4RE              QUAD                      2905.0326755        10.1146698         4.9022231         -.6256837        -1.8358924        43.5168229        40.9723897          .0000000          .1979858          .0000000        43.5168229        40.9723897
  MQLA4RE             MONI                      2905.7611605         9.2926399         9.3197751         1.2462319        -4.1724407        43.5284779        40.9900363          .0000000          .0000000          .0000000        43.5284779        40.9900363
  QLA3RE              QUAD                      2910.9791080         3.7675340       106.6441097         -.1873661       -14.4794019        43.7003335        41.0165001          .0000000         -.2203748          .0000000        43.7003335        41.0165001
  MQLA3RE             MONI                      2911.7141280         5.0335873       106.4618409        -1.4062421         9.4008416        43.7281427        41.0175656          .0000000          .0000000          .0000000        43.7281427        41.0175656
  QLA2RE              QUAD                      2920.2430673        72.0402975         7.1118855        -6.4508900         2.2356128        43.8020469        41.0676982          .0000000          .0467679          .0000000        43.8020469        41.0676982
  MQLA2RE             MONI                      2920.9780873        78.5903189         4.4997139        -3.1552007         1.4176538        43.8035918        41.0885679          .0000000          .0000000          .0000000        43.8035918        41.0885679
  SLXTRE.1            MULT                      2921.1580873        79.7307076         4.0110300        -3.1802923         1.2972565        43.8039538        41.0953133          .0000000          .0000000        -2.2761046        43.8039538        41.0953133
  QLX2RE.1            QUAD                      2922.6030673        89.2126825         1.6585980        -3.3817188          .3307467        43.8066807        41.1899561          .0000000          .2415029          .0000000        43.8066807        41.1899561
  MQLX2RE1            MONI                      2923.3380873        75.5173880         1.8729846        16.4466414         -.5436679        43.8080599        41.2608283          .0000000          .0000000          .0000000        43.8080599        41.2608283
  MQLX3RE1            MONI                      2925.4855980        21.4585673         7.3981108         8.7261412        -2.0291370        43.8165544        41.3586991          .0000000          .0000000          .0000000        43.8165544        41.3586991
  QLX3RE.1            QUAD                      2925.6505780        18.6771424         8.0864723         8.1330228        -2.1432565        43.8178660        41.3620941          .0000000         -.3269130          .0000000        43.8178660        41.3620941
  QLX4RE              QUAD                      2931.6105796         2.4015191         7.0472834         -.1485106         -.2152450        44.0278694        41.4904122          .0000000          .2610228          .0000000        44.0278694        41.4904122
  MQLX4RE             MONI                      2932.3455996         2.2795845         9.2851266          .1657028        -2.5372420        44.0768944        41.5054100          .0000000          .0000000          .0000000        44.0768944        41.5054100
  QLX3RE.2            QUAD                      2937.5705812        12.8514628        57.6479085        -2.1891616        -6.7166301        44.2848328        41.5416637          .0000000         -.3269130          .0000000        44.2848328        41.5416637
  MQLX3RE2            MONI                      2938.3056012        21.1384352        50.7246070        -8.6928909        11.3798003        44.2922498        41.5437328          .0000000          .0000000          .0000000        44.2922498        41.5437328
  MQLX2RE2            MONI                      2940.4531119        75.1791777        13.7129643       -16.4714734         5.8548716        44.3008277        41.5567064          .0000000          .0000000          .0000000        44.3008277        41.5567064
  QLX2RE.2            QUAD                      2940.6180919        80.7126939        11.8511160       -17.0690539         5.4304254        44.3011648        41.5587662          .0000000          .2415029          .0000000        44.3011648        41.5587662
  SLXTRE.2            MULT                      2942.1331119        82.8959621         4.1072910         3.1492551         1.5055899        44.3039633        41.5954405          .0000000          .0000000        -2.2761046        44.3039633        41.5954405
  MQLB8RE             MONI                      2942.8131119        78.6738756         2.4274661         3.0596957          .9647408        44.3053034        41.6299859          .0000000          .0000000          .0000000        44.3053034        41.6299859
  QLB8RE              QUAD                      2942.9780919        77.6678832         2.1307888         3.0379670          .8335213        44.3056393        41.6415413          .0000000          .1333824          .0000000        44.3056393        41.6415413
  QLB7RE              QUAD                      2947.0992558         9.1341457         8.5806878         4.4086957        -2.1642137        44.3295112        41.9034350          .0000000         -.6027628          .0000000        44.3295112        41.9034350
  MQLB7RE             MONI                      2948.3910008         5.4691015         6.6632902         -.3489299         2.6386439        44.3631161        41.9270287          .0000000          .0000000          .0000000        44.3631161        41.9270287
  QLB4RE              QUAD                      2957.1265535        27.2154424        51.7466360        -2.1405801        -7.7986361        44.4901282        42.3490945          .0000000          .2539131          .0000000        44.4901282        42.3490945
  MQLB4RE             MONI                      2957.8615735        24.2453516        78.4002310         4.4585962       -26.8968344        44.4945282        42.3509946          .0000000          .0000000          .0000000        44.4945282        42.3509946
  QLB1RE              QUAD                      2960.2568534         7.8269588       260.2659593         2.3958816       -49.0298793        44.5223432        42.3536635          .0000000         -.2890649          .0000000        44.5223432        42.3536635
  MQLB1RE             MONI                      2960.9918734         6.3964764       263.1461398          .1355252        28.2165800        44.5395614        42.3540933          .0000000          .0000000          .0000000        44.5395614        42.3540933
  SLYTRE.1            MULT                      2961.2218734         6.3425569       250.3267683          .0989074        27.5198176        44.5453097        42.3542359          .0000000          .0000000        -9.7480730        44.5453097        42.3542359
  QLY2RE.1            QUAD                      2962.3707384         6.3254309       191.0921374         -.0840005        24.0394439        44.5743380        42.3550719          .0000000          .0159683          .0000000        44.5743380        42.3550719
  MQLY2RE1            MONI                      2963.0018734         6.4133030       164.1601474         -.0820088        19.5280283        44.5901058        42.3556401          .0000000          .0000000          .0000000        44.5901058        42.3556401
  MQLY4RE1            MONI                      2968.2575734        11.6113420        23.2282678         -.9070200         7.2870258        44.6943291        42.3692024          .0000000          .0000000          .0000000        44.6943291        42.3692024
  QLY4RE.1            QUAD                      2968.4225534        11.9148950        20.8872349         -.9329177         6.9027724        44.6965615        42.3703945          .0000000          .2089421          .0000000        44.6965615        42.3703945
  QLY5RE              QUAD                      2974.7825968         3.6399567         2.2754192         -.1210054         -.1285105        44.8793702        42.5843635          .0000000         -.2221856          .0000000        44.8793702        42.5843635
  MQLY5RE             MONI                      2975.5176168         4.7777574         2.2416034        -1.2976500          .0585438        44.9084308        42.6354959          .0000000          .0000000          .0000000        44.9084308        42.6354959
  QLY4RE.2            QUAD                      2981.1426403        37.1462958        15.7411147        -4.4572252        -2.4575812        44.9778017        42.8333626          .0000000          .2089421          .0000000        44.9778017        42.8333626
  MQLY4RE2            MONI                      2981.8776603        36.6416898        23.2105069         3.3662794        -7.2855256        44.9808840        42.8396582          .0000000          .0000000          .0000000        44.9808840        42.8396582
  MQLY2RE2            MONI                      2987.1333603        10.5537508       164.1498292         1.5974626       -19.5309446        45.0239437        42.8532261          .0000000          .0000000          .0000000        45.0239437        42.8532261
  QLY2RE.2            QUAD                      2987.3022253        10.0238366       170.8124540         1.5406308       -19.9243884        45.0265568        42.8533866          .0000000          .0159683          .0000000        45.0265568        42.8533866
  SLYTRE.2            MULT                      2988.3133603         7.0492894       218.3911701         1.3107508       -25.7060382        45.0456988        42.8542220          .0000000          .0000000        -9.7480730        45.0456988        42.8542220
  MQLC7RE             MONI                      2989.1433603         5.1390694       263.1507975          .9907191       -28.2212238        45.0677164        42.8547730          .0000000          .0000000          .0000000        45.0677164        42.8547730
  QLC7RE              QUAD                      2989.3083403         4.8226666       272.5451536          .9271060       -28.7211700        45.0729916        42.8548710          .0000000         -.2306079          .0000000        45.0729916        42.8548710
  MQLC6RE             MONI                      2993.5686003         9.7373811        75.3528602        -1.1580405        18.1611941        45.1875514        42.8593233          .0000000          .0000000          .0000000        45.1875514        42.8593233
  QLC6RE              QUAD                      2993.7335803        10.1260319        69.4798922        -1.1977049        17.4368664        45.1901959        42.8596862          .0000000          .1120997          .0000000        45.1901959        42.8596862
  MQLC5RE             MONI                      2997.2893453        12.2551155        14.4268785         -.3690699         4.5271209        45.2403860        42.8781135          .0000000          .0000000          .0000000        45.2403860        42.8781135
  QLC5RE              QUAD                      2997.4543253        12.3794173        12.9736628         -.3843657         4.2813147        45.2425178        42.8800328          .0000000         -.0740125          .0000000        45.2425178        42.8800328
  MQLC3RE             MONI                      3003.3799331        34.9614517        25.6036831        -2.6137639        -7.2885555        45.2894231        43.3284036          .0000000          .0000000          .0000000        45.2894231        43.3284036
  QLC3RE              QUAD                      3003.5449131        35.8299865        28.0661512        -2.6507213        -7.6373030        45.2901650        43.3293831          .0000000         -.1511044          .0000000        45.2901650        43.3293831
  QKCRE               QUAD                      3004.3599331        46.7980033        36.3418601        -9.4631569        -3.5907933        45.2934050        43.3333537          .0000000          .0000000          .0000000        45.2934050        43.3333537
  QKBRE               QUAD                      3009.3155742       188.1085203        81.3155045       -19.0520010        -5.4841811        45.3018152        43.3478824          .0000000 -2.32353420727E-4          .0000000        45.3018152        43.3478824
  QLC2RE              QUAD                      3009.9208992       211.8828235        88.0949622       -20.2232695        -5.7155177        45.3022977        43.3490207          .0000000          .0396437          .0000000        45.3022977        43.3490207
  MQLC2RE             MONI                      3010.6399742       233.8152734        99.8849425       -12.2295639        -9.8913659        45.3028092        43.3502472          .0000000          .0000000          .0000000        45.3028092        43.3502472
  QKARE               QUAD                      3011.8702987       264.8826641       125.7219720       -13.0218150       -11.1088085        45.3035960        43.3519946          .0000000          .0011475          .0000000        45.3035960        43.3519946
  QC2RE3495           MULT                      3012.8146987       290.0519080       147.5864855       -13.6297956       -12.0431970        45.3041383        43.3530980 1.12024211252E-30 -5.90238183034E-9          .0000000        45.3041383        43.3530980
  QC2RE3485           MULT                      3012.8246987       290.3245746       147.8274504       -13.6362363       -12.0530890        45.3041438        43.3531088 1.52769127629E-30 -8.04916823852E-9          .0000000        45.3041438        43.3531088
  QC2RE3475           MULT                      3012.8346987       290.5973708       148.0686134       -13.6426776       -12.0629807        45.3041493        43.3531196 1.88172510313E-30 -9.91451752641E-9          .0000000        45.3041493        43.3531196
  QC2RE3465           MULT                      3012.8446987       290.8702965       148.3099746       -13.6491196       -12.0728719        45.3041547        43.3531303 2.23190503545E-30 -1.17595612422E-8          .0000000        45.3041547        43.3531303
  QC2RE3455           MULT                      3012.8546987       291.1433516       148.5515339       -13.6555622       -12.0827628        45.3041602        43.3531410 2.62911630865E-30 -1.38524057939E-8          .0000000        45.3041602        43.3531410
  QC2RE3445           MULT                      3012.8646987       291.4165362       148.7932914       -13.6620056       -12.0926534        45.3041657        43.3531517 3.11251830941E-30 -1.63993759124E-8          .0000000        45.3041657        43.3531517
  QC2RE3435           MULT                      3012.8746987       291.6898500       149.0352469       -13.6684499       -12.1025437        45.3041711        43.3531624 3.71950761798E-30 -1.95975083750E-8          .0000000        45.3041711        43.3531624
  QC2RE3425           MULT                      3012.8846987       291.9632929       149.2774004       -13.6748954       -12.1124337        45.3041766        43.3531731 4.49146071169E-30 -2.36648094194E-8          .0000000        45.3041766        43.3531731
  QC2RE3415           MULT                      3012.8946987       292.2368646       149.5197518       -13.6813424       -12.1223233        45.3041820        43.3531838 5.46868527725E-30 -2.88136539910E-8          .0000000        45.3041820        43.3531838
  QC2RE3405           MULT                      3012.9046987       292.5105647       149.7623012       -13.6877909       -12.1322124        45.3041875        43.3531944 6.66575608236E-30 -3.51208342788E-8          .0000000        45.3041875        43.3531944
  QC2RE3395           MULT                      3012.9146987       292.7843929       150.0050483       -13.6942411       -12.1421010        45.3041929        43.3532050 8.01845634381E-30 -4.22480020186E-8          .0000000        45.3041929        43.3532050
  QC2RE3385           MULT                      3012.9246987       293.0583488       150.2479931       -13.7006923       -12.1519888        45.3041984        43.3532156 9.32241132219E-30 -4.91183384271E-8          .0000000        45.3041984        43.3532156
  QC2RE3375           MULT                      3012.9346987       293.3324321       150.4911357       -13.7071434       -12.1618753        45.3042038        43.3532262 1.02367178022E-29 -5.39356773707E-8          .0000000        45.3042038        43.3532262
  QC2RE3365           MULT                      3012.9446987       293.6066423       150.7344760       -13.7135917       -12.1717603        45.3042092        43.3532368 1.03981277465E-29 -5.47861213165E-8          .0000000        45.3042092        43.3532368
  QC2RE3355           MULT                      3012.9546987       293.8809791       150.9780142       -13.7200331       -12.1816432        45.3042146        43.3532473 9.51574714202E-30 -5.01369948562E-8          .0000000        45.3042146        43.3532473
  QC2RE3345           MULT                      3012.9646987       294.1554423       151.2217501       -13.7264626       -12.1915234        45.3042200        43.3532578 7.23045097694E-30 -3.80961240383E-8          .0000000        45.3042200        43.3532578
  QC2RE3335           MULT                      3012.9746987       294.4300314       151.4656841       -13.7328752       -12.2014001        45.3042254        43.3532684 2.71116942633E-30 -1.42847309364E-8          .0000000        45.3042254        43.3532684
  QC2RE3325           MULT                      3012.9846987       294.7047466       151.7098161       -13.7392646       -12.2112734        45.3042308        43.3532789 -5.8995751686E-30 3.108394595488E-8          .0000000        45.3042308        43.3532789
  QC2RE3315           MULT                      3012.9946987       294.9795873       151.9541463       -13.7456227       -12.2211455        45.3042362        43.3532893 -2.2258728383E-29 1.172777853169E-7          .0000000        45.3042362        43.3532893
  QC2RE3305           MULT                      3013.0046987       295.2545530       152.1986746       -13.7519366       -12.2310223        45.3042416        43.3532998 -5.3180317487E-29 2.801988393024E-7          .0000000        45.3042416        43.3532998
  QC2RE3295           MULT                      3013.0146987       295.5296429       152.4434013       -13.7581841       -12.2409158        45.3042470        43.3533103 -1.1120688622E-28 5.859318242686E-7          .0000000        45.3042470        43.3533103
  QC2RE3285           MULT                      3013.0246987       295.8048553       152.6883268       -13.7643244       -12.2508486        45.3042524        43.3533207 -2.1944610553E-28 1.156227472213E-6          .0000000        45.3042524        43.3533207
  QC2RE3275           MULT                      3013.0346987       296.0801877       152.9334524       -13.7702814       -12.2608621        45.3042578        43.3533311 -4.2061649164E-28 2.216163015157E-6          .0000000        45.3042578        43.3533311
  QC2RE3265           MULT                      3013.0446987       296.3556350       153.1787803       -13.7759116       -12.2710329        45.3042632        43.3533415 -7.9402932668E-28 4.183617289681E-6          .0000000        45.3042632        43.3533415
  QC2RE3255           MULT                      3013.0546987       296.6311881       153.4243150       -13.7809470       -12.2815019        45.3042685        43.3533519 -1.4877220342E-27 7.838576504966E-6          .0000000        45.3042685        43.3533519
  QC2RE3245           MULT                      3013.0646987       296.9068303       153.6700650       -13.7848871       -12.2925308        45.3042739        43.3533623 -2.7797997631E-27 1.464633352960E-5          .0000000        45.3042739        43.3533623
  QC2RE3235           MULT                      3013.0746987       297.1825304       153.9160465       -13.7867933       -12.3046084        45.3042792        43.3533726 -5.1963870815E-27 2.737895705815E-5          .0000000        45.3042792        43.3533726
  QC2RE3225           MULT                      3013.0846987       297.4582302       154.1622894       -13.7848991       -12.3186536        45.3042846        43.3533829 -9.7387306464E-27 5.131186033392E-5          .0000000        45.3042846        43.3533829
  QC2RE3215           MULT                      3013.0946987       297.7338202       154.4088507       -13.7758601       -12.3364058        45.3042899        43.3533933 -1.8314933163E-26 9.649854037643E-5          .0000000        45.3042899        43.3533933
  QC2RE3205           MULT                      3013.1046987       298.0090943       154.6558374       -13.7533236       -12.3611701        45.3042953        43.3534036 -3.4527854452E-26 1.819219064189E-4          .0000000        45.3042953        43.3534036
  QC2RE3195           MULT                      3013.1146987       298.2836625       154.9034526       -13.7052510       -12.3992134        45.3043006        43.3534138 -6.4981970083E-26 3.423799152249E-4          .0000000        45.3043006        43.3534138
  QC2RE3185           MULT                      3013.1246987       298.5567896       155.1520789       -13.6091704       -12.4622413        45.3043060        43.3534241 -1.2102876963E-25 6.376818036086E-4          .0000000        45.3043060        43.3534241
  QC2RE3175           MULT                      3013.1346987       298.8271121       155.4024269       -13.4246568       -12.5713300        45.3043113        43.3534343 -2.1994732611E-25          .0011589          .0000000        45.3043113        43.3534343
